"word1","word2","n"
"outdoorartsuk","dance",1
"outer","space",1
"outerspace","space",1
"outes","galicia",1
"outlets","accountable",1
"outlets","reaching",1
"outlining","climatechange",1
"outlining","steps",1
"outlook","changed",1
"outlook","paper",1
"outnumber","horses30",1
"outofthedeepblue","seagiant",1
"output","amp",1
"output","climateemergency",1
"outrageous","lies",1
"outright","climatechange",1
"outrun","climatechange",1
"outrun","colorado",1
"outrun","nature",1
"outsiders","editorial",1
"outsiders","rowandean",1
"outstanding","phd",1
"outstanding","researchandinnovation",1
"outward","bound",1
"outwith","architectural",1
"oval","office",1
"overblown","esg",1
"overcome","denial",1
"overcome","effects",1
"overcoming","barriers",1
"overdeveloped","tourist",1
"overfished","sea",1
"overfishing","climatechange",1
"overfishing","compounded",1
"overfishing","contributing",1
"overfishing","loss",1
"overfishing","result",1
"overfishing","resulting",1
"overhaul","flood",1
"overheatingtemperature","thedisappearofarticpole",1
"overkill","hypothesis",1
"overlapping","climate",1
"overlooked","circular",1
"overlooked","regnan’s",1
"overlooked","tool",1
"overnight","including",1
"overpopulated","amp",1
"overpopulation","amp",1
"overpopulation","heatwaves",1
"overrepresented","due",1
"overriding","concern",1
"overseas","aid",1
"overseas","neocolonialism",1
"oversee","climate",1
"overwhelmed","urban",1
"overwhelming","climatechange",1
"overwhelming","communities",1
"overwhelming","fires",1
"overwhelming","globalwarming",1
"ow","amp",1
"owned","cattle",1
"owners","amp",1
"owners","blacklivesmatter",1
"owners","seeking",1
"owners","voteno",1
"ownership","update",1
"owning","cars",1
"ows","nokxl",1
"ox_greentech","lowcarbonhub",1
"oxfam","sdg13",1
"oxford","street",1
"oxfordcircus","towerbridge",1
"oxfordcity","oxfordshirecc",1
"oxfordclimate","cpr_climate",1
"oxfordshirecc","rhandilowcarbon",1
"oxygen","biodiversity",1
"oxygen","climatechange",1
"oxygen","conservation",1
"oxygen","o2",1
"oxymoron","covid19",1
"oyo","smallholder",1
"oyster","farm",1
"oysters","latrines",1
"oysters","protect",1
"oyveyizhmir","thedisproof",1
"oz","media",1
"oz","people",1
"ozeanforschung","health",1
"ozone","depleting",1
"ozone","destroying",1
"ozone","environment",1
"ozone","exposure",1
"p_hannam","peters_glen",1
"p.m","hosted",1
"p4palliance","plasticsimpact",1
"pa","ct",1
"pace","euronews",1
"paceenviro_pelr","issue",1
"pacific","cities",1
"pacific","green",1
"pacific","island",1
"pacific","region",1
"pacific","sids",1
"pacja1","climatejusticeschool",1
"pacja1","join",1
"pack","resources",1
"package","ets",1
"package","joemanchin",1
"packaging","label",1
"packaging","solution",1
"packaging","transport",1
"packaging","vegan",1
"pad","yatras",1
"paddles","climatecrisis",1
"padyatra","kungfununs",1
"pafo_africa","farmers",1
"page","18",1
"page","7",1
"page","fraser",1
"page","geared",1
"page","globalconscience.world",1
"page","notes",1
"pages","92",1
"paid","obvs",1
"pain","hurricaneida",1
"painfully","relevant",1
"painstaking","scientific",1
"paint","burning",1
"paint","plastic",1
"paint","radical",1
"paint","watercolor",1
"painting","artistontwitter",1
"paints","art",1
"pakistan","6thseptthedayofpride",1
"pakistan","bolivia",1
"pakistan","climatechange",1
"pakistan","determined",1
"pakistan","environmentalists",1
"pakistan","netzeropakistan",1
"pakistan","tunisia",1
"pakistandefenceday","pakistanmovingforward",1
"pakistanzindabad","breakfastwasfantastic",1
"paleobotany","climatechange",1
"paleoceanography","binghamtonu",1
"paleoecology","reveals",1
"paleontology","extinct",1
"palkisu","superb",1
"palladium","impact",1
"palliativecare","climatechange",1
"palliativemedj","joins",1
"palm","springs",1
"palm","tree",1
"palmer","auspol",1
"pamidhi","widita",1
"pampha","bhusal",1
"pan","european",1
"panachevert","mrs_dalloway_",1
"pandemic","addressing",1
"pandemic","aid",1
"pandemic","amp",1
"pandemic","climatechange",1
"pandemic","collide",1
"pandemic","competing",1
"pandemic","coronavirusoutbreak",1
"pandemic","covid",1
"pandemic","dyingsociety",1
"pandemic","emergency",1
"pandemic","failure",1
"pandemic","hunger",1
"pandemic","hurricane",1
"pandemic","life",1
"pandemic","renewableenergy",1
"pandemic","started",1
"pandemic","vaccination",1
"pandemic","weather",1
"pandemics","accelerating",1
"pandemics","amp",1
"pandemics","deforestation",1
"pandemics","foster",1
"panel","100",1
"panel","design",1
"panel","divestment",1
"panel","factory",1
"panel","systems",1
"panel","warns",1
"panelist","summarizing",1
"panellists","hannah",1
"panels","agriculture",1
"panels","customer",1
"panhandle","thurs",1
"panic","highly",1
"panicmeme","extreme",1
"papariedel","mamacodet",1
"paper","11",1
"paper","bags",1
"paper","clips",1
"paper","focused",1
"paper","gt",1
"paper","led",1
"paper","logo",1
"paper","products",1
"paper","published",1
"paper","waste",1
"papers","amp",1
"papers","geopsychiatry",1
"papers","internationalrelations",1
"papers","magazines",1
"papers","published",1
"papers","wileyecolevol",1
"papitrumpo","mariabartiromo",1
"parade","earthfestwfd",1
"paradigm","shifts",1
"paradiseskis","join",1
"paradisiac","lands",1
"paradoxical","consequence",1
"parallel","streams",1
"paralysis","homecare",1
"paramo","ecosystem",1
"paramo","nature",1
"paramos","climatechange",1
"parana","river",1
"parana","southamerica’s",1
"paraná","drought",1
"paraphrase","2",1
"parccalanques","mpaengage",1
"parcellockers","lastmile",1
"parched","western",1
"parent","company",1
"parents","abandoning",1
"parents","driving",1
"parents","god",1
"paris","offsetting",1
"paris","prohibits",1
"paris","world",1
"paris2024","climatehoax",1
"paris2024","losangelescl",1
"parisaccord","climatechange",1
"parisagreement","climatechange",1
"parisagreement","eca_official",1
"parisagreement","government",1
"parisagreement","greendiplomacy",1
"parisagreement","remains",1
"parisagreement","targets",1
"parisagreement’s","vision",1
"parish","website",1
"parivartan","hdfcbankcsr",1
"park","26th",1
"park","lawn",1
"park","south",1
"park","wildfires",1
"parker","volkerstevinuk",1
"parking","lot",1
"parking","lots",1
"parks","biophilic",1
"parks","natgeo",1
"parks","photography",1
"parliament","cernobbio2021",1
"parliament","intervene",1
"parliament","sethdklein⁩",1
"parliamentary","hearing",1
"parliaments","connect",1
"partial","successes",1
"partially","offset",1
"participant","rozzeta",1
"participants","register",1
"participated","environmentaleducation",1
"participation","green",1
"participatory","budgeting",1
"participatory","climate",1
"particle","pollution",1
"particulate","emissions",1
"particulate","pollution",1
"parties","climateaction",1
"parties","opposing",1
"parties","rank",1
"parties","stand",1
"partisan","democrats",1
"partly","represent",1
"partner","dc_thomson",1
"partner","ebri_uk",1
"partner","spenergynetwork's",1
"partnered","programme",1
"partners","brightpurpler",1
"partners","compendium",1
"partners","coveringclimate",1
"partners","involved",1
"partners","read",1
"partners","wash",1
"partnership","0xpolygon",1
"partnerships","sustainability",1
"parttime","onmyownterms",1
"party","bator",1
"party","candidate",1
"party","climatechange",1
"party","commitments",1
"party","denying",1
"party","desperate",1
"party","hates",1
"party","leaders",1
"party","platforms",1
"party","popperconfetti",1
"party","protect",1
"party","receiving",1
"party","relationships",1
"party","wud",1
"parveenkaswan","ukinindia",1
"pascal","gagneux",1
"pasifika","opportunity",1
"pass","asap",1
"pass","bernies",1
"pass","fridaysforfuture",1
"pass","legislation",1
"pass","urgent",1
"passed","actonclimate",1
"passed","cnn",1
"passion","applied",1
"passion","sustained",1
"passionate","agriculture",1
"passionate","purpose",1
"passionate","sustainability",1
"passports","climatechange",1
"past","10",1
"past","100",1
"past","22",1
"past","7yrs",1
"past","begins",1
"past","century",1
"past","climate",1
"past","decade",1
"past","decades",1
"past","economic",1
"past","emissions",1
"past","mistakes",1
"past","moments",1
"past","msm",1
"past","programs",1
"past","term",1
"past","thekelpiesreal",1
"past","time",1
"pasta","maker",1
"pastoralism","north",1
"pat","guinan",1
"pat","smith",1
"patagyekum","enoch_anyane",1
"patent","world",1
"path","easier",1
"path","kathy",1
"path","network",1
"pathogen","seroprevalence",1
"pathogens","read",1
"paths","that’s",1
"pathways","loss",1
"pathwaystorecovery","farming",1
"patiently","tells",1
"patriarch","bartholomew",1
"patrice_brost1","magicmark9",1
"patricia","thornley",1
"patriciathornl4","climatechange",1
"patricio","portillo",1
"patrick","juday",1
"patrick","wood",1
"patrol","movie",1
"patrycja","enet",1
"patrycjaklusak","kamiarmohaddes",1
"pattern","climate",1
"pattern","creating",1
"pattern","linked",1
"pattern","people",1
"patterns","climatenaturepollutioncrises",1
"patterns","cultural",1
"patterns","globally",1
"patterns","nepal",1
"patunleashed’s","keksicookies",1
"paul","davenport",1
"paul","fitzgerald",1
"paul","lundgren",1
"paul","polman",1
"paul","rosolie",1
"paul","shittaker",1
"paul","whittaker",1
"paula","rica",1
"paulbongiorno⁩","scottmorrisonmp⁩",1
"pauldutton1968","climate",1
"pauledawson","bigbluebeez",1
"pauledawson","climate",1
"pauledawson","earthling4earth",1
"pauledawson","fires",1
"paulgwakisa's","research",1
"paulhinmanwipa","jkenney",1
"pauline","vouriot",1
"paulkrugman⁩","it’s",1
"paulmanly","liberal_party",1
"pavbhaji","theory",1
"pavement","sea",1
"paw","patrol",1
"pay","4",1
"paying","attention",1
"paying","climate",1
"paying","gabon",1
"paying","green",1
"paying","jobs",1
"paying","record",1
"paying","ultimate",1
"payment","requires",1
"paypals","climatechange",1
"paywall","read",1
"pbs","ap",1
"pc","emily",1
"pcafglobal","announces",1
"pcp","platform",1
"peace","amp",1
"peace","andharmony",1
"peace","calendar",1
"peace","freedom",1
"peace","requirements",1
"peacebuilding","amp",1
"peacebuilding","climatechange",1
"peaceful","assembly",1
"peaceful","sustainable",1
"peak","co2",1
"peak","heat",1
"peatland","restoration",1
"peatlands","climatechange",1
"pedalandtring","kambojananya",1
"pedrojuk","nigelsarbutts",1
"peer","reviewed",1
"peerreview","editorialservices",1
"peerzadi","rumana",1
"peg","understand",1
"pei","climatechange",1
"pejorative","denier",1
"pelicans","nocturnal",1
"penalizing","rural",1
"penalty","regime",1
"pencil","watercolor",1
"penguin","populations",1
"penguinrandom","classics",1
"penguins","coralreefs",1
"pennsylvania","louisiana",1
"pension","age",1
"pension","investments",1
"pension","money",1
"pentagon","budget",1
"people","40by50",1
"people","6",1
"people","accept",1
"people","aware",1
"people","biden’s",1
"people","break",1
"people","can’t",1
"people","children",1
"people","communities",1
"people","cowardice",1
"people","deserve",1
"people","destroying",1
"people","died",1
"people","direct",1
"people","displaced",1
"people","don’t",1
"people","exposed",1
"people","facing",1
"people","fall",1
"people","fight",1
"people","fighting",1
"people","flying",1
"people","follow",1
"people","gathered",1
"people","heading",1
"people","hope",1
"people","i's",1
"people","immediately",1
"people","including",1
"people","internally",1
"people","join",1
"people","lead",1
"people","leave",1
"people","listening",1
"people","lost",1
"people","marching",1
"people","party",1
"people","pay",1
"people","reduce",1
"people","regularly",1
"people","rich",1
"people","send",1
"people","subways",1
"people","sustainability",1
"people","that’s",1
"people","trapped",1
"people","traveling",1
"people","underestimate",1
"people","watch",1
"people","who're",1
"people","win",1
"𝐏𝐄𝐎𝐏𝐋𝐄","𝐀𝐍𝐗𝐈𝐎𝐔𝐒",1
"people_nhs","mftnhs",1
"people's","climate",1
"people's","minds",1
"people’s","distress",1
"people’s","lives",1
"people’s","summit",1
"people’s","voices",1
"peopleandplanet","irish_aid",1
"peoples","amp",1
"peoples","dialogue",1
"peoplespca","blocquebecois",1
"perceived","risks",1
"percent","live",1
"percent","mentioned",1
"percentage","talking",1
"pereira","delivers",1
"perfect","comment",1
"perfect","gen",1
"perfect","rib",1
"perfect","solutions",1
"perfect","time",1
"perfomance","improvement",1
"perform","climatechange",1
"performance","cars",1
"performance","index",1
"performance","indicators",1
"performance","standards",1
"performance","version",1
"peril","actonclimate",1
"peril","exacerbated",1
"perilandpromise","series",1
"period","comprises",1
"perish","ida",1
"permaculture","food",1
"permafrost","melt",1
"permafrost","paleontology",1
"permanent","effects",1
"permanently","climatechange",1
"permit","net",1
"perpetually","caught",1
"perpetuating","economic",1
"perpetuating","health",1
"persecuted","minorities",1
"persian","empire",1
"persist","bernie",1
"persistent","threat",1
"person","extinction",1
"person","summit",1
"person","vote",1
"personal","account",1
"personal","benefit",1
"personal","benefits",1
"personal","co2",1
"personal","costs",1
"personal","environment",1
"personal","ghgs",1
"personal","launching",1
"personal","mobility",1
"personal","modifiable",1
"personal","o2",1
"personal","responsibility",1
"personally","impact",1
"personally","knowing",1
"perspective","3",1
"perspective","oxygen",1
"perspective","ttot",1
"perspired","it’s",1
"persuaded","joebiden",1
"perthcollegeuhi's","centre",1
"perthshire","climatechange",1
"peru","congo",1
"peru","think35",1
"peru’s","glaciers",1
"perurebellion","xrecuador",1
"perverse","incentive",1
"pespinosac","bankimoonunsg",1
"pest","contributing",1
"pest","migration",1
"pester","power",1
"pesticide","free",1
"pesticidefreeguildford","guildfordenvironmentalforum",1
"petal","won’t",1
"petatreeuganda","climatechange",1
"pete","dinesh",1
"petebenhurnyeko","mandulisenergy",1
"peter","wadhams",1
"peter","wenzl",1
"peter_fitz","net",1
"peter_fitz","read",1
"peter_fitz","ronnisalt",1
"peteraltmaier","vonderleyen",1
"peterborough","showcasecinemas",1
"peterdgardner","p_hannam",1
"peterdutton","rubydutton",1
"petermansbridge","thomasmulcair",1
"peters_glen","stuartbcapstick",1
"peters_glen","yarracouncil",1
"peterstefanovi2","borisjohnson",1
"petition","calling",1
"petition","genvforum",1
"petition","save",1
"petition","stop",1
"petition","strengthen",1
"petitioning","politicians",1
"petrecycling","ldperecycling",1
"petrochemical","production",1
"petrochina","sets",1
"petrol","major",1
"petrol","move",1
"petroleum","engineering",1
"petroleum","industry",1
"petros","city",1
"petrus","gettyimages",1
"petty","tory",1
"pfe_fwp","water",1
"pfizer","biontech_group",1
"pfpaofficial","nasa",1
"pg","amp",1
"pg","diploma",1
"pgm","cop26",1
"pgurus1","billgates",1
"ph","communications",1
"ph.d","writes",1
"pharaoh","exposed",1
"pharmacare","gli",1
"phd","applicant",1
"phd","opportunity",1
"phd","research",1
"phd","thesis",1
"phd","worth",1
"phdfunding","ljmu",1
"phenology","climatechange",1
"phenology","drives",1
"phenomenon","amp",1
"phil","mulvey",1
"phil","newman",1
"phil","ringrose",1
"philadelphia","solar",1
"philadelphia","statistics",1
"philanthropic","org",1
"philanthropic","organization",1
"philanthropies","commits",1
"philanthropy","notforprofit",1
"philip_hunn","norfolkpainter",1
"philip_hunn","whipitup",1
"philippine","climatechange",1
"philippines","conson",1
"philippines","storm",1
"philosophy","indigenous",1
"phiriyunike","franciscanyamu",1
"phone","screens",1
"phone","townhall",1
"phone","vaxxport",1
"phonephoto","competition",1
"phones","covid19",1
"phong","street",1
"phosphorus","uptake",1
"photo","anna",1
"photo","comp",1
"photocomp","sdgs",1
"photography","afergusonstudio",1
"photography","earthdayeveryday",1
"photography","skies",1
"photonex","28",1
"photos","delete",1
"photos","reveal",1
"photosynthesis","details",1
"photovoltaic","devices",1
"photovoltaic","renewable",1
"phrae","thailand",1
"physical","agents",1
"physical","catastrophe",1
"physical","chemistry",1
"physical","courage",1
"physical","link",1
"physical","science",1
"physics","climatechange",1
"physics","physics",1
"physics","rockets",1
"physics","satellites",1
"physicsnews","limit",1
"physiology","matthew",1
"physiotherapy","wardboycare",1
"pi","distributor",1
"pic","2",1
"pic","amp",1
"pic","courtesy",1
"pick","parable",1
"pickle","sunbathes",1
"pickup","bullish",1
"pickup","they’ve",1
"picky","eaters",1
"picnic","shelter",1
"picture","anish",1
"picture","climatecrisis",1
"picture","esg",1
"picture","tells",1
"pictures","climatechange",1
"pieces","coal",1
"pieinthesky","initiatives",1
"pierre","poilievre",1
"pierrepoilievre","climatevoteclimat2021",1
"pig","flesh",1
"pigsonthewing","neil_neilzone",1
"pilatesclasses","turinepi21",1
"pile","ups",1
"pilgrimmcfly","climate",1
"pilgrims","join",1
"pillars","addressed",1
"pilot","community",1
"pineappleexpress","storm",1
"ping","yean",1
"pink","iguanas",1
"pink","octopus",1
"pinker","sapinker",1
"pinkoctopus","horse",1
"pinsent_masons","realestate",1
"pioneering","architect",1
"pioneering","commitment",1
"pipeline","4action",1
"pipeline","amp",1
"pipeline","climatechange",1
"pipeline","finished",1
"pipeline","leaking",1
"pipeline","protesters",1
"pipeline","protests",1
"pipelines","amp",1
"pipelines","build",1
"pipes","amp",1
"pippa_j_moore","climatechange",1
"pipparannbooks","uk",1
"pistachio","production",1
"pit","mines",1
"pitbullatlarge","globeandmail",1
"pitcairn","expedition",1
"pitcairn","islanders",1
"pitobash","ianujtyagi",1
"pitobash","mubiindia",1
"pitstop","mosow",1
"pitt","responds",1
"pivotal","challenges",1
"pivotal","meetings",1
"pix","1st",1
"pizza","boxes",1
"pizzarat","climatechange",1
"pj_jacks","pullenstribe",1
"pjgproductions","sustaintrends",1
"pkellenbarger18","sobalert",1
"placard_eu","narratives",1
"plague","diseases",1
"plaid","outrun",1
"plains","midwest",1
"plan","2021",1
"plan","assessment",1
"plan","brings",1
"plan","cities",1
"plan","climatechange",1
"plan","cpc_hq",1
"plan","elxn44",1
"plan","japan’s",1
"plan","launch",1
"plan","leaders",1
"plan","ready",1
"plan","resilient",1
"plan","tuna",1
"plane","mobility",1
"planes","aren’t",1
"planes","diesel",1
"planet","30th",1
"planet","absolutely",1
"planet","actnow",1
"planet","airpollution",1
"planet","animals",1
"planet","avoid",1
"planet","beach_token",1
"planet","billions",1
"planet","climateaction",1
"planet","climatecrisis",1
"planet","cnn",1
"planet","comment",1
"planet","confronts",1
"planet","cutting",1
"planet","deserves",1
"planet","destruction",1
"planet","display",1
"planet","doomed",1
"planet","due",1
"planet","earth's",1
"planet","ecofriendly",1
"planet","global",1
"planet","govegan",1
"planet","health",1
"planet","heated",1
"planet","here’s",1
"planet","highlighting",1
"planet","home",1
"planet","james",1
"planet","justicefortheclimate",1
"planet","makes",1
"planet","mothersoutfront",1
"planet","native",1
"planet","planetaryhealth",1
"planet","project",1
"planet","research",1
"planet","science",1
"planet","sen_joemanchin",1
"planet","stay",1
"planet","stop",1
"planet","thacker",1
"planet","time",1
"planet","watch",1
"planet","worldcleanairday",1
"planet","worth",1
"planet","zerohunger",1
"planet_forward","pbs",1
"planet's","future",1
"planet's","water",1
"planet’s","cryosphere",1
"planet’s","fresh",1
"planetary","crisis",1
"planetary","destruction",1
"planetaryboundaries","netflix",1
"planetarycrisis","brittleness",1
"planetaryemergency","fridaysforfuture",1
"planetaryhealth","climatechange",1
"planetaryhealth","fifthwave",1
"planetaryhealth","timorleste",1
"planetaryhealth","wellbeing",1
"planetaryprocess","miracles",1
"planetb","actonclimate",1
"planetearth","books",1
"planetearth","climatechange",1
"planetearth","racingextinction",1
"planetfirst","earthfirst",1
"planetliège","vigneronsengagés",1
"planetnotprofit","ipcc",1
"planetnotprofit","survival",1
"plankton","assemblages",1
"planned","estates",1
"planned","losangeles",1
"planned","tueaday's",1
"planned","urban",1
"planners","amp",1
"planning","adaptation",1
"planning","protections",1
"planning","read",1
"planning","resilience",1
"planning","scott",1
"planning","tools",1
"planning","urban",1
"plans","1",1
"plans","action",1
"plans","amp",1
"plans","commenergyldn",1
"plans","ispreview",1
"plans","spoilers",1
"plant","220",1
"plant","biodiversity",1
"plant","biologist",1
"plant","climatechange",1
"plant","conservation",1
"plant","ecology",1
"plant","fitness",1
"plant","genetic",1
"plant","hormones",1
"plant","life",1
"plant","species",1
"plant","till",1
"plant","varieties",1
"plant4pakistan21","plantforbirds",1
"plantation","buildbackbetter",1
"plantation","read",1
"plantbased","climatechange",1
"plantbased","forests",1
"plantbased","treaty",1
"plantbaseddiet","overpopulation",1
"plantbreeding","climatechange",1
"plantdisease","climatechange",1
"planted","1bliion",1
"planted","neem",1
"planted","trees",1
"plantforfuture","billiontreetsunami",1
"planting","10",1
"planting","19bliions",1
"planting","indigenous",1
"planting","magic",1
"planting","practices",1
"planting","tools",1
"plantlife","naturelovers",1
"plantmoretrees","gogreen",1
"plantmoretrees","greenearth",1
"plants","91",1
"plants","chn",1
"plants","climatechange",1
"plants","forests",1
"plants","naturelover",1
"plants","petros",1
"plants","suffer",1
"plantscience","vegetation",1
"planttrees","climatechange",1
"planttrees","generationrestoration",1
"plantvillageuniversity","webinar",1
"plastic","bags",1
"plastic","bioplastic",1
"plastic","brick",1
"plastic","climatechange",1
"plastic","contributing",1
"plastic","cup",1
"plastic","ecopadyatra",1
"plastic","fossilfuels",1
"plastic","free",1
"plastic","grass",1
"plastic","gretathunberg",1
"plastic","join",1
"plastic","plasticwaste",1
"plastic","straws",1
"plastic","styrofoam",1
"plastic","toothbrushes",1
"plasticban","plastic",1
"plasticfree","cleanplanet",1
"plasticfree","climateemergency",1
"plasticfree","ethicalfashion",1
"plasticfree","planttree",1
"plasticfree","plasticban",1
"plasticfree","renewable",1
"plasticfree","sustainabilitytips",1
"plasticfree","zerowaste",1
"plasticpackaging","plastic",1
"plasticpollution","acidification",1
"plasticpollution","amp",1
"plasticpollution","bigpicturebooks",1
"plasticpollution","bottles",1
"plasticpollution","climatechange",1
"plasticpollution","climatecrisis",1
"plasticpollution","ecofriendly",1
"plasticpollution","it’s",1
"plastics","economy",1
"plastics","hiking",1
"plasticsimpact","pedalandtring",1
"plasticwaste","conservation",1
"plasticwaste","disgrace",1
"plasticwaste","plasticpackaging",1
"plate","lovelambsnotlamb",1
"plateupforglasgow","join",1
"platform","9",1
"platform","dedicated",1
"platform","offers",1
"platform","rolls",1
"platform","scenario",1
"platform","space",1
"platform","they’d",1
"platforming","climatechange",1
"platforms","amp",1
"platforms","lunacy",1
"play","chelsea",1
"play","politics",1
"playbook","amp",1
"players","intermediate",1
"playerv0628","jelloclover",1
"playing","double",1
"playing","fields",1
"playing","kabul",1
"playinggod","feels",1
"plays","ball",1
"plays","hardball",1
"plea","200",1
"plea","lt",1
"plea","rising",1
"plea","wsj",1
"pleasing","responsibility",1
"pleasure","filming",1
"pleasure","meatfreemonday",1
"pledge","cleanairdayca",1
"pledgeforourfuture","ecowarriors",1
"pledgeforourplanet","cop26",1
"pledges","campaigners",1
"pledges","cop26",1
"pledges","scotgov",1
"pleeding","world",1
"plenary","debate",1
"plenary","session",1
"plenty","amp",1
"plodding","snails",1
"plos","climate",1
"plosclimate","uptuks",1
"plotagraph","iceland",1
"plowing","ahead",1
"pls","check",1
"pls","expand",1
"pls","send",1
"plucking","people",1
"plugin","vehicle",1
"plumer","climatechange",1
"plunder","fouling",1
"plunge","america",1
"plush","cuz",1
"plutonium","nuclearenergyiscleanenergy",1
"plymouth","cop26",1
"pm","9",1
"pm","cet",1
"pm","climatechange",1
"pm","justintrudeau",1
"pm","modi",1
"pm","nbcdfw",1
"pm","pst",1
"pm","senior",1
"pm","urges",1
"pmoindia","rahulgandhi",1
"pmoindia","watched",1
"pmy","students",1
"pnudlac","pnudsv",1
"pnudlac's","ljmaguire",1
"pnudsv","elsalvadoronu",1
"po","increase",1
"podcast","ciruclareconomy",1
"podcast","clarenasir",1
"podcast","clip",1
"podcast","deep",1
"podcast","discussion",1
"podcast","ecofriendly",1
"podcast","ep",1
"podcast","mrvikas",1
"podcast","newbooksnetwork",1
"podcast","nshortwave",1
"podcast","transitzonepod",1
"podcast","transitzonepod⁩",1
"podcastalert","aurendezvous",1
"podcasting","debut",1
"podcastlife","podcastshow",1
"podcastshow","interview",1
"podnation","podcastlife",1
"poem","poetry",1
"poem","writingcommunity",1
"poetpip","offers",1
"poetry","climatechange",1
"poetry","photography",1
"poetyca","peru’s",1
"poignant","commentary",1
"poilievre","pierrepoilievre",1
"pointofnoreturn","2026",1
"poisonous","nut",1
"polar","polarscience",1
"polarbear","plush",1
"polarbiology","arctic",1
"polarscience","polarbiology",1
"polarvortex","coldsnaps",1
"poleward","shifting",1
"police","armed",1
"police","cars",1
"police","criticise",1
"police","extinctionr",1
"police","helicopter",1
"police","office",1
"police","officer",1
"policies","aimed",1
"policies","covid",1
"policies","cuddly",1
"policies","enacted",1
"policies","environment",1
"policies","france",1
"policies","government",1
"policies","measures",1
"policies","politics",1
"policies","vote",1
"policies","worth",1
"policy","8",1
"policy","behavior",1
"policy","climatechange",1
"policy","convention",1
"policy","coordination",1
"policy","democracy",1
"policy","development",1
"policy","environmentaljustice",1
"policy","esg",1
"policy","framing",1
"policy","idaaftermath",1
"policy","initiatives",1
"policy","issue",1
"policy","level",1
"policy","listen",1
"policy","matters",1
"policy","modeller",1
"policy","no2fossilfuels",1
"policy","objectives",1
"policy","officer",1
"policy","options",1
"policy","package",1
"policy","priorities",1
"policy","reform",1
"policy","requires",1
"policy","response",1
"policy","responses",1
"policy","shift",1
"policy","support",1
"policy","system",1
"policy","webinar",1
"policymakers","amp",1
"polination","science",1
"political","aims",1
"political","ambition",1
"political","arguments",1
"political","bs",1
"political","cartoon",1
"political","chaos",1
"political","commitment",1
"political","consensus",1
"political","control",1
"political","dissonance",1
"political","drive",1
"political","economic",1
"political","fight",1
"political","foe",1
"political","forces",1
"political","games",1
"political","ideology",1
"political","inertia",1
"political","leaders",1
"political","line",1
"political","pic",1
"political","spending",1
"political","system",1
"political","vote",1
"politicalham","elxn44",1
"politically","amp",1
"politically","convenient",1
"politicalviolence","governance",1
"politician","business",1
"politician","philmurphy",1
"politician","shaking",1
"politician","yearn",1
"politicians","2put",1
"politicians","calling",1
"politicians","catastrophically",1
"politicians","climatefringeweek",1
"politicians","fighting",1
"politicians","fossil",1
"politicians","talk",1
"politico","playinggod",1
"politico","southern",1
"politics","archysport",1
"politics","culture",1
"politics","economics",1
"politics","environmentalism",1
"politics","govasshat",1
"politics","greed",1
"politics","rees",1
"politics","responses",1
"politics","rezo's",1
"pollen","phenology",1
"pollination","evolution",1
"polls","edging",1
"polluted","cities",1
"polluted","regions",1
"polluters","conservativescantgovern",1
"polluting","foods",1
"polluting","landscapes",1
"pollution","____climate",1
"pollution","breathtakingly",1
"pollution","challenges",1
"pollution","children's",1
"pollution","climaticchange",1
"pollution","conservation",1
"pollution","contributing",1
"pollution","control",1
"pollution","cuts",1
"pollution","dirtyfuel",1
"pollution","fall",1
"pollution","guardian",1
"pollution","human",1
"pollution","inextricably",1
"pollution","internationaldayofcleanairforblueskies",1
"pollution","it’s",1
"pollution","leads",1
"pollution","life",1
"pollution","linked",1
"pollution","monday",1
"pollution","overfishing",1
"pollution","planet",1
"pollution","soilerosion",1
"pollution","sustainability",1
"pollution","sustainable",1
"pollution","waterfacts",1
"pollutioncontrol","atmosphericconferences",1
"polman","climateemergency",1
"polyp","paul",1
"polystyrene","climatechange",1
"pontifex","ecupatriarch",1
"ponycar06","donahugh216",1
"ponzi","scheme",1
"pooitician","globalwarming",1
"pools","wildly",1
"poon","airpollution",1
"poor","30k",1
"poor","air",1
"poor","cities",1
"poor","construction",1
"poor","fishies",1
"poor","helpless",1
"poor","mental",1
"poor","neighborhoods",1
"poor","outdoor",1
"poor","people",1
"poor","petal",1
"poor","struggled",1
"poor","vaccine",1
"poorer","iea",1
"poorer","minorities",1
"poorer","nations",1
"poorer","netzero",1
"poorest","50",1
"poorest","air",1
"poorest","amp",1
"poorest","communities",1
"poorly","resourced",1
"popefrancis","plans",1
"popperconfetti","ballstar",1
"poppy","winners",1
"poppyswarners","ghosts",1
"popular","science",1
"popular","stadium",1
"popularity","greenrating",1
"population","ashwini",1
"population","crash",1
"population","deforestation",1
"population","disease",1
"population","foodsecurity",1
"population","grows",1
"populations","amp",1
"populations","climateaction",1
"populations","defined",1
"populations","link",1
"populations","mary",1
"populations","read",1
"porfolio","businesses",1
"pork","bacon",1
"port","fourchon",1
"portage","ave",1
"portalegre","portugal",1
"portfolio","companies",1
"portfolio","emissions",1
"portfolio","manager",1
"portfolio","startup",1
"portfolio","watch",1
"portillo","register",1
"portlaoise","schools",1
"portrait","inspired",1
"ports","seaside",1
"portugal","follow",1
"poser","toxicmasculinity",1
"poses","mandakini_c",1
"posing","imminent",1
"position","covid19sk",1
"position","hurricaneida",1
